dataset,pipeline,run_label,run_short,item_id,community_id,superclaim,ann_a_is_narr,ann_a_label_match,ann_a_confidence,ann_b_is_narr,ann_b_label_match,ann_b_confidence,merged_a,merged_b
pn,graph,pn_harm_persona_og,pog,hle_359,212,Only a small number of OPEC nations can compensate for the loss of Russian oil supplies.,yes,"Ukraine war: Russian sanctions harm the countries implementing them, contributing to a European economic crisis.",3,yes,"Ukraine war: Russian sanctions harm the countries implementing them, contributing to a European economic crisis.",5,match,match
pn,graph,pn_harm_persona_og,pog,hle_36,11,The United States is conducting a proxy war in Ukraine to achieve global geopolitical dominance.,yes,Discrediting Ukraine: Ukraine is a puppet of the West,4,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_360,213,Government-mandated electric vehicle policies are economically reckless and will trigger a massive financial collapse.,yes,Criticism of climate policies: Climate policies have negative impact on the economy,5,yes,Criticism of climate policies: Climate policies have negative impact on the economy,3,match,match
pn,graph,pn_harm_persona_og,pog,hle_361,214,Rising average global temperatures will cause a continuous increase in the intensity of rainfall.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_362,215,"Biological carbon sequestration is a supplement to, rather than a replacement for, aggressive fossil fuel emission reductions.",no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_363,216,The deployment of thermite-based 'Dragon Drones' significantly escalates the lethality and nature of modern aerial warfare.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_364,217,Current human actions and decisions are the primary determinants of the future trajectory of climate change.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_365,218,Russian defense partnerships provide a more cost-effective and strategic alternative to American military cooperation.,yes,Praise of Russia: Russia has international support from a number of countries and people,3,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_366,219,The Pacific region is experiencing the emergence of intensified and hazardous large-scale weather circulation patterns.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_367,220,The theory of global warming is an exaggerated narrative unsupported by empirical local evidence.,yes,Climate change and the energy crisis: global warming does not exist,5,yes,Climate change and the energy crisis: global warming does not exist,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_368,221,The American democratic system is fundamentally flawed and fails to meet modern standards of fairness.,yes,None (out-of-domain),4,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_369,222,Global adherence to Western universal values is declining as nations prioritize localized cultural and national doctrines.,yes,None (out-of-domain),4,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_37,11,U.S. military escalation in Ukraine increases the risk of a catastrophic global conflict.,yes,Amplifying war-related fears: By continuing the war we risk WWIII,4,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_370,223,Current national climate commitments are insufficient to prevent a global environmental disaster.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_371,224,The victim's murder was likely a coordinated operation executed under external direction.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_372,225,Russian military technological advancements are superior to and are undermining the reputation of NATO weaponry.,yes,Praise of Russia: Praise of Russian military might,5,yes,Praise of Russia: Praise of Russian military might,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_373,226,The military situation in the Pokrovsk sector is currently critical due to intense combat.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_374,227,Russian defense capabilities are sufficient to neutralize threats from advanced Western aircraft.,yes,Praise of Russia: Praise of Russian military might,3,yes,Praise of Russia: Praise of Russian military might,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_375,228,The Russian economy possesses sufficient resilience to avoid a near-term collapse.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_376,229,Volodymyr Zelenskyy is unfit for leadership due to alleged substance abuse.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,4,yes,"Ukraine war: Ukrainian president Volodymyr Zelensky is a Nazi, a satanist, a drug addict, a coward etc.",5,match,match
pn,graph,pn_harm_persona_og,pog,hle_377,230,Yekaterinburg will establish a monument to honor the fallen war correspondent Rostislav Zhuravlyov.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_378,231,EU leadership is intentionally escalating the Ukraine conflict to consolidate their own political power.,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",4,yes,"Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests",5,match,match
pn,graph,pn_harm_persona_og,pog,hle_379,232,Russian electronic warfare capabilities are neutralizing the effectiveness of Western high-precision munitions.,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),4,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),5,match,match
pn,graph,pn_harm_persona_og,pog,hle_38,11,U.S. global hegemony is declining due to perceived hypocrisy and strategic failures.,yes,"Discrediting the West, Diplomacy: The West is weak",4,no,,5,match,no
pn,graph,pn_harm_persona_og,pog,hle_380,233,The limited amount of stolen funds indicates the official did not illicitly enrich himself while in power.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_381,234,The senior command of the Ukrainian armed forces actively encourages the commission of war crimes.,yes,Discrediting Ukraine: Ukraine is a hub for criminal activities,4,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_382,235,Prime Minister Justin Trudeau has failed to uphold Canada's commitments under the Paris climate agreement.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_383,236,Jane Fonda's protests against the Alberta oil sands ignore the region's economic and social realities.,unclear,,,yes,None (out-of-domain),5,no,none
pn,graph,pn_harm_persona_og,pog,hle_384,237,The current Bulgarian caretaker government is an unconstitutional entity that lacks democratic legitimacy.,yes,None (out-of-domain),4,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_385,238,Adam Sandler's recent film productions exhibit a significant decline in quality compared to his earlier work.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_386,239,The 2020 US presidential election was fraudulent.,yes,None (out-of-domain),5,yes,None (out-of-domain),5,none,none
pn,graph,pn_harm_persona_og,pog,hle_387,240,The Zelensky administration is an illegitimate entity that must be removed from power.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_388,241,Scientific conclusions about the Earth's core rotation are inconclusive due to observational limitations.,unclear,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_389,242,Western high-technology weaponry is losing its operational effectiveness and strategic reputation.,yes,"Discrediting the West, Diplomacy: The West is weak",5,yes,"Other (in-domain, no match)",3,match,other
pn,graph,pn_harm_persona_og,pog,hle_39,12,The Russian military is achieving strategic superiority and territorial gains through a systematic campaign of attrition.,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),5,yes,Ukraine war: Pro-Russia war propaganda (e.g. exaggerating Russian military achievements),5,match,match
pn,graph,pn_harm_persona_og,pog,hle_390,243,The contemporary global landscape is defined by systemic instability across political and meteorological dimensions.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_391,244,Speaking negatively about one's country of birth is a morally unacceptable act of self-disrespect.,yes,None (out-of-domain),5,unclear,None (out-of-domain),,none,none
pn,graph,pn_harm_persona_og,pog,hle_392,245,President Zelenskyy is an illegitimate leader whose legal authority to govern has expired.,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,yes,Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_4,0,"There are conflicting perspectives regarding the validity, cause, and controllability of global climate change.",yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_40,12,Human trafficking networks are fraudulently coercing economically vulnerable Indian nationals into serving in the Russian military.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_41,12,The Indian government is failing to protect its citizens from foreign military exploitation while prioritizing global prestige over domestic crises.,yes,None (out-of-domain),4,no,,5,none,no
pn,graph,pn_harm_persona_og,pog,hle_42,13,The Ukrainian government is an illegitimate puppet regime controlled by Western powers to destabilize Russia.,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,yes,Discrediting Ukraine: Ukraine is a puppet of the West,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_43,13,Western powers are orchestrating the conflict to destroy the Russian state and secure global hegemony.,yes,Blaming the war on others rather than the invader: The West are the aggressors,4,yes,Blaming the war on others rather than the invader: The West are the aggressors,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_44,13,"Russia's military actions are defensive necessities, and peace is only possible if Western interference ends.",yes,Russia is the Victim: Russia actions in Ukraine are only self-defence,4,yes,"Other (in-domain, no match)",5,match,other
pn,graph,pn_harm_persona_og,pog,hle_45,14,The Biden administration's domestic and foreign policies prioritize ideological agendas over U.S. national security and citizen welfare.,yes,None (out-of-domain),4,yes,None (out-of-domain),5,none,none
pn,graph,pn_harm_persona_og,pog,hle_46,14,U.S. interference in Ukraine and aggressive containment of Russia have destabilized global security and provoked conflict.,yes,"Other (in-domain, no match)",4,yes,"Other (in-domain, no match)",5,other,other
pn,graph,pn_harm_persona_og,pog,hle_47,14,Green energy mandates and climate policies are ideological tools used to impoverish the public and benefit political elites.,yes,Criticism of climate policies: Climate policies are only for profit,4,yes,Criticism of climate policies: Climate policies are only for profit,5,match,match
pn,graph,pn_harm_persona_og,pog,hle_48,15,China and Russia are forging a strategic alliance to dismantle Western hegemony and establish a multipolar world order.,yes,Praise of Russia: Russia has international support from a number of countries and people,3,no,,2,match,no
pn,graph,pn_harm_persona_og,pog,hle_49,15,China's role in the Ukraine conflict is a point of contention between its claim of neutral mediation and accusations of decisive military enablement.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_5,1,Russia is pursuing a strategy of attrition to force a Western-backed Ukraine into unconditional surrender.,no,,,no,,5,no,no
pn,graph,pn_harm_persona_og,pog,hle_50,15,"China has emerged as a global leader in green technology and scientific innovation, challenging Western industrial and environmental dominance.",no,,,no,,5,no,no
